樹木編號,樹種名稱,樹種學名,樹胸徑寬度公尺,樹胸圍長度公尺,地址,緯度,經度,地理位置名稱,管理單位,英文名
3027,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.68,2.15,臺北市士林區天母里士林區中山北路7段141巷(天母公園),25.1266,121.5311,公園、綠地,臺北市政府工務局公園路燈工程管理處,Norfolk Island Pine
3029,印度橡膠樹,Ficus elastica Roxb,0.7,2.19,臺北市士林區天母里士林區中山北路7段141巷(天母公園),25.1276,121.5316,公園、綠地,臺北市政府工務局公園路燈工程管理處,Indiarubber fig
3030,楓香,Liquidambar formosana Hance,0.74,2.31,臺北市士林區天母里士林區中山北路7段141巷(天母公園),25.1279,121.5317,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3031,白千層,Melaleuca cajuputi cumingiana,0.85,2.68,臺北市中正區幸福里中正區忠孝東路1段2號,25.0454,121.5202,道路、人行道,監察院,Cajuput Tree
3032,樟,Cinnamomum camphora (L.) Presl,0.78,2.45,臺北市北投區林泉里北投區新民路22巷21號西側圍牆外邊坡(中心新村),25.1384,121.5076,其他,臺北市政府文化局,Camphor Tree
3033,榕,Ficus microcarpa L. f.,2.36,7.43,臺北市北投區林泉里北投區新民路36號南側平台(中心新村),25.1393,121.508,其他,臺北市政府文化局,Banyan
3037,樟,Cinnamomum camphora (L.) Presl,1.03,3.56,臺北市北投區林泉里北投區新民路22巷21號西側後院(中心新村),25.1386,121.5076,其他,臺北市政府文化局,Camphor Tree
3038,大葉雀榕,Ficus caulocarpa (Miq.) Miq,0.98,3.09,臺北市北投區林泉里北投區新民路22巷21號南側前院(中心新村),25.1384,121.5077,其他,臺北市政府文化局,Red Fruit Fig-tree
3041,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.62,1.95,臺北市士林區臨溪里力行街11號,25.098,121.5499,私有住宅,國立故宮博物院,Norfolk Island Pine
3044,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.42,1.32,臺北市士林區臨溪里力行街11號,25.0981,121.55,私有住宅,國立故宮博物院,Norfolk Island Pine
3047,大葉雀榕,Ficus caulocarpa (Miq.) Miq,0.94,2.93,臺北市大安區學府里大安區羅斯福路4段1號,25.0171,121.5336,學校,國立臺灣大學(臺北市政府工務局公園處代管),Red Fruit Fig-tree
3048,細葉桉,Eucalyptus tereticornis Smith,0.83,2.6,臺北市大安區學府里大安區羅斯福路4段1號,25.0208,121.5344,學校,國立臺灣大學(臺北市政府工務局公園處代管),forest red gum
3049,榕,Ficus microcarpa L. f.,0.83,2.6,臺北市大安區學府里大安區羅斯福路4段1號,25.0215,121.5345,學校,國立臺灣大學(臺北市政府工務局公園處代管),Banyan
3050,榕,Ficus microcarpa L. f.,0.97,3.06,臺北市大安區學府里大安區羅斯福路4段1號,25.0193,121.5342,學校,國立臺灣大學(臺北市政府工務局公園處代管),Banyan
3052,白千層,Melaleuca cajuputi cumingiana,0.82,2.57,臺北市中山區劍潭里中山區北安路400巷底,25.0778,121.5405,公共場所,臺北市政府工務局水利工程處,Cajuput Tree
3053,白千層,Melaleuca cajuputi cumingiana,0.88,2.76,臺北市中山區劍潭里中山區北安路400巷底,25.0777,121.5408,公共場所,臺北市政府工務局水利工程處,Cajuput Tree
3054,榕,Ficus microcarpa L. f.,0.84,2.65,臺北市大同區鄰江里大同區延平北路4段40號,25.0697,121.5107,其他,私人,Banyan
3055,榕,Ficus microcarpa L. f.,0.99,3.09,臺北市信義區新仁里信義區市民大道5段50號,25.0456,121.563,其他,交通部臺灣鐵路管理局(國家鐵道博物館籌備處代管至115年12月31日止),Banyan
3056,榕,Ficus microcarpa L. f.,0.9,2.84,臺北市信義區新仁里臺北市信義區市民大道5段50號,25.0456,121.5629,其他,交通部臺灣鐵路管理局(國家鐵道博物館籌備處代管至115年12月31日止),Banyan
3057,榕,Ficus microcarpa L. f.,0.9,2.82,臺北市信義區新仁里信義區市民大道5段50號,25.0452,121.5627,其他,交通部臺灣鐵路管理局(國家鐵道博物館籌備處代管至115年12月31日止),Banyan
3058,榕,Ficus microcarpa L. f.,0.84,2.63,臺北市北投區長安里北投區長安公園,25.135,121.5001,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Banyan
3059,榕,Ficus microcarpa L. f.,0.86,2.69,臺北市北投區長安里北投區長安公園,25.1357,121.5003,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Banyan
3060,楓香,Liquidambar formosana Hance,0.76,2.4,臺北市北投區湖山里北投區紗帽路102-2號圍牆旁,25.1483,121.5487,道路、人行道,財政部國有財產署,Formosan Sweet Gum
3061,楓香,Liquidambar formosana Hance,0.36,1.34,臺北市北投區湖山里北投區紗帽路102-2號圍牆旁,25.148,121.5487,道路、人行道,財政部國有財產署,Formosan Sweet Gum
3062,楓香,Liquidambar formosana Hance,0.42,1.33,臺北市北投區湖山里北投區紗帽路102-2號圍牆旁,25.1479,121.5487,道路、人行道,財政部國有財產署,Formosan Sweet Gum
3063,樟,Cinnamomum camphora (L.) Presl,0.59,1.86,臺北市大安區龍坡里大安區和平東路1段248巷12號前院,25.024,121.5326,私有住宅,國立臺灣大學,Camphor Tree
3064,樟,Cinnamomum camphora (L.) Presl,0.66,2.04,臺北市大安區龍坡里大安區和平東路1段248巷12號前院,25.0239,121.5326,私有住宅,國立臺灣大學,Camphor Tree
3065,亞力山大椰子,Archontophoenix alexandrae,0.88,0.28,臺北市大安區錦安里金山南路二段203巷15號前院,25.028,121.5272,私有住宅,農業部林業及自然保育署, Alexandra palm
3066,山黃麻,Trema orientalis (L.) Blume,0.59,1.85,臺北市士林區陽明里士林區格致路70號,25.1384,121.5472,私有住宅,臺北市政府文化局,India-charcoal Trema
3067,山黃麻,Trema orientalis (L.) Blume,0.67,2.13,臺北市士林區陽明里士林區格致路70號,25.1385,121.5471,私有住宅,臺北市政府文化局,India-charcoal Trema
3068,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.44,1.39,臺北市北投區振華里北投區明德路365號,25.1172,121.5189,學校,國立臺北護理健康大學,Norfolk Island Pine
3069,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.43,1.35,臺北市北投區開明里北投區復興四路53號,25.1433,121.5012,學校,財政部國有財產署(北區分署代管),Norfolk Island Pine
3070,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.47,1.48,臺北市北投區開明里北投區復興四路53號,25.1434,121.5011,學校,財政部國有財產署(北區分署代管),Norfolk Island Pine
3071,黑板樹,Alstonia scholaris (L.) R. Brown,0.69,2.17,臺北市萬華區青山里萬華區和平西路3段235號,25.0366,121.4956,學校,臺北市萬華區龍山國民小學,Palimara Alstonia
3072,楓香,Liquidambar formosana Hance,0.52,1.63,臺北市北投區湖山里北投區陽明路2段15號,25.1547,121.5524,公共場所,陽明山國家公園管理處,Formosan Sweet Gum
3073,楓香,Liquidambar formosana Hance,0.66,2.05,臺北市北投區湖山里北投區陽明路2段15號,25.155,121.5522,公共場所,陽明山國家公園管理處,Formosan Sweet Gum
3074,楓香,Liquidambar formosana Hance,0.69,2.16,臺北市北投區湖山里北投區陽明路2段15號,25.1549,121.5522,公共場所,陽明山國家公園管理處,Formosan Sweet Gum
3075,楓香,Liquidambar formosana Hance,0.68,2.13,臺北市北投區湖山里北投區陽明路2段15號,25.1549,121.5521,公共場所,陽明山國家公園管理處,Formosan Sweet Gum
3076,楓香,Liquidambar formosana Hance,0.68,2.13,臺北市北投區湖山里北投區陽明路2段15號,25.1548,121.5521,公共場所,陽明山國家公園管理處,Formosan Sweet Gum
3077,榕,Ficus microcarpa L. f.,0.85,2.69,臺北市北投區榮華里北投區明德路200號,25.1124,121.5226,學校,奎山學校財團法人,Banyan
3078,楓香,Liquidambar formosana Hance,0.8,2.5,臺北市北投區榮華里北投區明德路200號,25.1127,121.5227,學校,奎山學校財團法人,Formosan Sweet Gum
3079,黑板樹,Alstonia scholaris (L.) R. Brown,0.61,1.92,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.041,121.5612,公園、綠地,國立國父紀念館,Palimara Alstonia
3080,黑板樹,Alstonia scholaris (L.) R. Brown,0.6,1.89,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0408,121.5615,公園、綠地,國立國父紀念館,Palimara Alstonia
3081,黑板樹,Alstonia scholaris (L.) R. Brown,0.55,1.73,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0407,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3082,黑板樹,Alstonia scholaris (L.) R. Brown,0.52,1.62,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0405,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3083,黑板樹,Alstonia scholaris (L.) R. Brown,0.6,1.9,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0404,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3084,黑板樹,Alstonia scholaris (L.) R. Brown,0.53,1.66,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0404,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3085,黑板樹,Alstonia scholaris (L.) R. Brown,0.35,1.1,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0403,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3086,黑板樹,Alstonia scholaris (L.) R. Brown,0.77,2.42,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0403,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3087,黑板樹,Alstonia scholaris (L.) R. Brown,0.5,1.56,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0402,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3088,黑板樹,Alstonia scholaris (L.) R. Brown,0.53,1.65,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0402,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3089,黑板樹,Alstonia scholaris (L.) R. Brown,0.55,1.74,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0401,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3090,黑板樹,Alstonia scholaris (L.) R. Brown,0.42,1.32,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0401,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3091,黑板樹,Alstonia scholaris (L.) R. Brown,0.5,1.59,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.04,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3092,黑板樹,Alstonia scholaris (L.) R. Brown,0.46,1.46,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.04,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3093,黑板樹,Alstonia scholaris (L.) R. Brown,0.55,1.75,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.04,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3094,黑板樹,Alstonia scholaris (L.) R. Brown,0.51,1.6,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0399,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3095,黑板樹,Alstonia scholaris (L.) R. Brown,0.25,0.8,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0399,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3096,黑板樹,Alstonia scholaris (L.) R. Brown,0.63,1.99,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0399,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3097,黑板樹,Alstonia scholaris (L.) R. Brown,0.52,1.62,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0398,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3098,黑板樹,Alstonia scholaris (L.) R. Brown,0.49,1.53,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0398,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3099,黑板樹,Alstonia scholaris (L.) R. Brown,0.59,1.85,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0397,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3100,黑板樹,Alstonia scholaris (L.) R. Brown,0.38,1.19,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0397,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3101,黑板樹,Alstonia scholaris (L.) R. Brown,0.53,1.68,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3102,黑板樹,Alstonia scholaris (L.) R. Brown,0.43,1.34,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.5614,公園、綠地,國立國父紀念館,Palimara Alstonia
3103,榕,Ficus microcarpa L. f.,1.04,3.32,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0385,121.5613,公園、綠地,國立國父紀念館,Banyan
3104,榕,Ficus microcarpa L. f.,0.84,2.63,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0384,121.5611,公園、綠地,國立國父紀念館,Banyan
3105,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.39,1.22,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0382,121.5609,公園、綠地,國立國父紀念館,Norfolk Island Pine
3106,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.41,1.29,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0382,121.5608,公園、綠地,國立國父紀念館,Norfolk Island Pine
3107,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.45,1.42,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0382,121.5607,公園、綠地,國立國父紀念館,Norfolk Island Pine
3108,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.42,1.34,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0382,121.5608,公園、綠地,國立國父紀念館,Norfolk Island Pine
3109,榕,Ficus microcarpa L. f.,0.92,2.9,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0384,121.5609,公園、綠地,國立國父紀念館,Banyan
3110,榕,Ficus microcarpa L. f.,0.83,2.61,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0387,121.5592,公園、綠地,國立國父紀念館,Banyan
3111,白千層,Melaleuca cajuputi cumingiana,0.9,2.84,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0393,121.5577,公園、綠地,國立國父紀念館,Cajuput Tree
3112,白千層,Melaleuca cajuputi cumingiana,0.82,2.59,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0389,121.5578,公園、綠地,國立國父紀念館,Cajuput Tree
3114,白千層,Melaleuca cajuputi cumingiana,1.04,3.25,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0387,121.5577,公園、綠地,國立國父紀念館,Cajuput Tree
3115,榕,Ficus microcarpa L. f.,0.87,2.73,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0386,121.558,公園、綠地,國立國父紀念館,Banyan
3116,榕,Ficus microcarpa L. f.,0.79,2.45,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0384,121.5579,公園、綠地,國立國父紀念館,Banyan
3117,榕,Ficus microcarpa L. f.,0.53,1.67,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0384,121.5579,公園、綠地,國立國父紀念館,Banyan
3118,小葉南洋杉,Araucaria excelsa (Lamb.) R. Brown,0.35,1.13,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0383,121.5597,公園、綠地,國立國父紀念館,Norfolk Island Pine
3119,白千層,Melaleuca cajuputi cumingiana,0.84,2.63,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0379,121.5577,公園、綠地,國立國父紀念館,Cajuput Tree
3120,白千層,Melaleuca cajuputi cumingiana,0.79,2.49,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0379,121.5578,公園、綠地,國立國父紀念館,Cajuput Tree
3122,白千層,Melaleuca cajuputi cumingiana,1.03,3.23,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5582,公園、綠地,國立國父紀念館,Cajuput Tree
3123,白千層,Melaleuca cajuputi cumingiana,1.06,3.33,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5583,公園、綠地,國立國父紀念館,Cajuput Tree
3125,白千層,Melaleuca cajuputi cumingiana,0.87,2.72,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5591,公園、綠地,國立國父紀念館,Cajuput Tree
3126,白千層,Melaleuca cajuputi cumingiana,0.78,2.46,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5592,公園、綠地,國立國父紀念館,Cajuput Tree
3127,白千層,Melaleuca cajuputi cumingiana,0.78,2.46,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5593,公園、綠地,國立國父紀念館,Cajuput Tree
3128,白千層,Melaleuca cajuputi cumingiana,0.97,3.06,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5592,公園、綠地,國立國父紀念館,Cajuput Tree
3129,白千層,Melaleuca cajuputi cumingiana,1.08,3.4,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0378,121.5586,公園、綠地,國立國父紀念館,Cajuput Tree
3130,毛海棗,Phoenix tomentosa Gentil.,0.38,1.17,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0387,121.5586,公園、綠地,國立國父紀念館,Phoenix tomentosa
3131,毛海棗,Phoenix tomentosa Gentil.,0.44,1.37,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0385,121.5581,公園、綠地,國立國父紀念館,Phoenix tomentosa
3132,毛海棗,Phoenix tomentosa Gentil.,0.38,1.2,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0384,121.5581,公園、綠地,國立國父紀念館,Phoenix tomentosa
3133,榕,Ficus microcarpa L. f.,0.78,2.46,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0381,121.5591,公園、綠地,國立國父紀念館,Banyan
3134,毛海棗,Phoenix tomentosa Gentil.,0.42,1.32,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0382,121.5595,公園、綠地,國立國父紀念館,Phoenix tomentosa
3135,榕,Ficus microcarpa L. f.,0.76,2.38,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0386,121.5593,公園、綠地,國立國父紀念館,Banyan
3136,白千層,Melaleuca cajuputi cumingiana,0.86,2.69,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.558,公園、綠地,國立國父紀念館,Cajuput Tree
3137,白千層,Melaleuca cajuputi cumingiana,1.18,3.71,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.5588,公園、綠地,國立國父紀念館,Cajuput Tree
3138,白千層,Melaleuca cajuputi cumingiana,0.98,3.08,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.5589,公園、綠地,國立國父紀念館,Cajuput Tree
3139,白千層,Melaleuca cajuputi cumingiana,0.83,2.6,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.559,公園、綠地,國立國父紀念館,Cajuput Tree
3140,黑板樹,Alstonia scholaris (L.) R. Brown,1.1,3.47,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0396,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3141,黑板樹,Alstonia scholaris (L.) R. Brown,0.56,1.78,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0398,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3142,黑板樹,Alstonia scholaris (L.) R. Brown,0.6,1.86,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0399,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3143,黑板樹,Alstonia scholaris (L.) R. Brown,0.59,1.85,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0399,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3144,黑板樹,Alstonia scholaris (L.) R. Brown,0.68,2.12,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.04,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3145,黑板樹,Alstonia scholaris (L.) R. Brown,0.63,1.99,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.04,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3146,黑板樹,Alstonia scholaris (L.) R. Brown,0.65,2.04,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0401,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3147,黑板樹,Alstonia scholaris (L.) R. Brown,0.53,1.67,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0401,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3148,黑板樹,Alstonia scholaris (L.) R. Brown,0.53,1.67,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0402,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3149,黑板樹,Alstonia scholaris (L.) R. Brown,0.81,2.55,臺北市信義區興隆里臺北市信義區仁愛路4段505號,25.0402,121.5591,公園、綠地,國立國父紀念館,Palimara Alstonia
3150,大葉桃花心木,Swietenia macrophylla King,0.53,1.65,臺北市中正區新營里臺北市中正區潮州街7號,25.0301,121.5214,其他,國立臺灣大學(臺北市政府文化局代管),Mahogany
3151,大葉桃花心木,Swietenia macrophylla King,0.65,2.04,臺北市中正區新營里臺北市中正區潮州街7號,25.0301,121.5214,其他,國立臺灣大學(臺北市政府文化局代管),Mahogany
3152,大葉桃花心木,Swietenia macrophylla King,0.45,1.41,臺北市中正區新營里臺北市中正區潮州街7號,25.0301,121.5213,其他,國立臺灣大學(臺北市政府文化局代管),Mahogany
3153,芒果,Mangifera indica L.,0.59,1.84,臺北市中正區新營里臺北市中正區潮州街9號,25.0297,121.5217,其他,國立臺灣大學(臺北市政府文化局代管),Mango
3154,烏桕,Sapium sebiferum (L.) Roxb.,0.58,1.81,臺北市中正區新營里臺北市中正區潮州街7號,25.0301,121.5212,其他,國立臺灣大學(臺北市政府文化局代管),Chinese  Tallow  Tree
3155,榕,Ficus microcarpa L. f.,0.96,3.04,臺北市北投區文林里福星公園,25.1082,121.5119,其他,臺北市政府工務局公園路燈工程管理處,Banyan
3157,雀榕,Ficus superba var. japonica,0.84,2.64,臺北市北投區榮光里北投區榮光公園,25.1144,121.514,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Large-leaved Banyan
3158,榕,Ficus microcarpa L. f.,0.92,2.89,臺北市北投區榮光里北投區榮光公園,25.1145,121.5142,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Banyan
3159,大葉雀榕,Ficus caulocarpa (Miq.) Miq,1.03,3.24,臺北市北投區關渡里北投區聖景路92號,25.1223,121.4639,學校,馬偕學校財團法人,Red Fruit Fig-tree
3160,榕,Ficus microcarpa L. f.,1.23,3.89,臺北市北投區關渡里北投區聖景路92號,25.1223,121.4638,學校,馬偕學校財團法人,Banyan
3161,榕,Ficus microcarpa L. f.,0.71,2.22,臺北市北投區關渡里北投區聖景路92號,25.1227,121.4636,學校,馬偕學校財團法人,Banyan
3162,榕,Ficus microcarpa L. f.,3.37,10.58,臺北市北投區關渡里北投區聖景路92號,25.1225,121.4634,學校,馬偕學校財團法人,Banyan
3163,榕,Ficus microcarpa L. f.,0.92,2.88,臺北市北投區關渡里北投區聖景路92號,25.1223,121.4632,學校,馬偕學校財團法人,Banyan
3164,樟,Cinnamomum camphora (L.) Presl,0.89,2.99,臺北市北投區關渡里北投區聖景路92號,25.1221,121.4637,學校,馬偕學校財團法人,Camphor Tree
3165,樟,Cinnamomum camphora (L.) Presl,0.84,2.62,臺北市北投區榮華里北投區振興街45號,25.1156,121.5223,公共場所,振興醫療財團法人,Camphor Tree
3166,榕,Ficus microcarpa L. f.,1.06,3.32,臺北市北投區榮華里北投區振興街45號,25.1169,121.5211,公共場所,財政部國有財產署(振興醫院代管),Banyan
3167,榕,Ficus microcarpa L. f.,1.05,3.3,臺北市北投區榮華里北投區振興街45號,25.1172,121.5216,公共場所,財政部國有財產署(振興醫院代管),Banyan
3169,榕,Ficus microcarpa L. f.,4.58,14.4,臺北市北投區榮華里北投區振興街45號,25.1172,121.522,公共場所,財政部國有財產署(振興醫院代管),Banyan
3170,大葉桉,Eucalyptus robusta Smith,0.77,2.4,臺北市北投區中心里北投區中和街200號(復興公園),25.1391,121.5031,公園、綠地,臺北市政府工務局公園路燈工程管理處,Swamp Manogany
3171,黑板樹,Alstonia scholaris (L.) R. Brown,0.8,2.5,臺北市北投區中心里北投區中和街200號(復興公園),25.1393,121.5032,公園、綠地,臺北市政府工務局公園路燈工程管理處,Palimara Alstonia
3172,肯氏南洋杉,Araucaria cunninghamii Sweet,0.49,1.56,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1596,121.5395,公園、綠地,臺北市政府工務局公園路燈工程管理處,Hoop Pine
3173,肯氏南洋杉,Araucaria cunninghamii Sweet,0.64,2.01,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1596,121.5396,公園、綠地,臺北市政府工務局公園路燈工程管理處,Hoop Pine
3175,肯氏南洋杉,Araucaria cunninghamii Sweet,0.61,1.91,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1593,121.5399,公園、綠地,臺北市政府工務局公園路燈工程管理處,Hoop Pine
3176,楓香,Liquidambar formosana Hance,0.74,2.33,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1576,121.5405,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3177,楓香,Liquidambar formosana Hance,0.63,1.98,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1575,121.5404,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3178,楓香,Liquidambar formosana Hance,0.69,2.17,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1577,121.5403,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3179,楓香,Liquidambar formosana Hance,0.79,2.49,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1578,121.5405,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3180,楓香,Liquidambar formosana Hance,0.65,2.05,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1577,121.5404,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3181,江某,Schefflera octophylla (Lour.) Harms,0.64,1.93,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1577,121.5406,公園、綠地,財政部國有財產署,Schefflera Tree
3182,楓香,Liquidambar formosana Hance,0.67,2.11,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1578,121.5405,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3183,楓香,Liquidambar formosana Hance,0.7,2.19,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1575,121.5404,公園、綠地,財政部國有財產署,Formosan Sweet Gum
3184,楓香,Liquidambar formosana Hance,0.69,2.16,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1595,121.5406,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3185,楓香,Liquidambar formosana Hance,0.79,2.47,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1591,121.5404,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3186,楓香,Liquidambar formosana Hance,0.61,1.93,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.159,121.5402,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3187,楓香,Liquidambar formosana Hance,0.74,2.31,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1589,121.5403,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
